Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Uganda,UGA,2021,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,144150
Uganda,UGA,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,143650
Uganda,UGA,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,142650
Uganda,UGA,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,141150
Uganda,UGA,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,139142.5
Uganda,UGA,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,136635
Uganda,UGA,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,134627.5
Uganda,UGA,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,132620
Uganda,UGA,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,132620
Uganda,UGA,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,131120
Uganda,UGA,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,128120
Uganda,UGA,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,126120
Uganda,UGA,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,125120
Uganda,UGA,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,122620
Uganda,UGA,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,122420
Uganda,UGA,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,121720
Uganda,UGA,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,121720
Uganda,UGA,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,121220
Uganda,UGA,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,121020
Uganda,UGA,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,120820
Uganda,UGA,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,120520
Uganda,UGA,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,120320
Uganda,UGA,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,119620
Uganda,UGA,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,118620
Uganda,UGA,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,118170
Uganda,UGA,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,118170
Uganda,UGA,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,118170
Uganda,UGA,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,116000
Uganda,UGA,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,115000
Uganda,UGA,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,113000
Uganda,UGA,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,108400
Uganda,UGA,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,107600
Uganda,UGA,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,106800
Uganda,UGA,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,106100
Uganda,UGA,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,106100
Uganda,UGA,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,105380
Uganda,UGA,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,105380
Uganda,UGA,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,104070
Uganda,UGA,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,102640
Uganda,UGA,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,101800
Uganda,UGA,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,101000
Uganda,UGA,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,100300
Uganda,UGA,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,99800
